"","ICU_06","ICU_25","ICU_26","ICU_27","NON_07","NON_19","NON_20","NON_22","NON_23","NON_26","NON_28","ENSGID","SYMBOL"
"ENSG00000153130",6650,3465,1009,3900,4684,2176,5036,11170,5560,4658,4924,"ENSG00000153130","SCOC"
"ENSG00000153132",128,47,11,230,385,98,448,419,186,227,272,"ENSG00000153132","CLGN"
"ENSG00000153140",2369,807,253,1008,2110,798,1781,3177,2122,1839,2575,"ENSG00000153140","CETN3"
"ENSG00000153147",9800,4689,2247,4642,5650,2441,5443,11954,7203,3171,6207,"ENSG00000153147","SMARCA5"
"ENSG00000153157",10,3,0,10,20,22,5,17,11,7,14,"ENSG00000153157","SYCP2L"
"ENSG00000153162",125,126,2629,387,21,22,7,2,0,4,0,"ENSG00000153162","BMP6"
"ENSG00000153165",54,24,1,32,35,4,26,28,29,6,22,"ENSG00000153165","RGPD3"
"ENSG00000153179",3768,2214,4014,6197,883,1302,753,1285,1201,642,742,"ENSG00000153179","RASSF3"
"ENSG00000153187",25555,14304,11201,19820,16345,10872,14387,26110,20019,13086,15858,"ENSG00000153187","HNRNPU"
"ENSG00000153201",11819,5934,7249,11187,6900,3631,5738,10348,6410,3071,7282,"ENSG00000153201","RANBP2"
"ENSG00000153207",3282,1678,3816,3041,1653,2435,1939,3102,2008,1272,1686,"ENSG00000153207","AHCTF1"
"ENSG00000153208",605,288,597,491,199,189,347,566,290,137,233,"ENSG00000153208","MERTK"
"ENSG00000153214",5474,3884,2265,4150,3198,1792,3018,7346,3491,2215,2605,"ENSG00000153214","TMEM87B"
"ENSG00000153234",4545,3964,7382,5299,1279,824,1466,3747,1677,1055,2041,"ENSG00000153234","NR4A2"
"ENSG00000153237",495,173,38,365,688,265,769,1404,939,594,988,"ENSG00000153237","CCDC148"
"ENSG00000153246",2764,931,375,1009,1428,1149,310,1389,1471,581,1417,"ENSG00000153246","PLA2R1"
"ENSG00000153250",6899,5321,3066,6281,3179,1982,2627,5328,3999,2625,2626,"ENSG00000153250","RBMS1"
"ENSG00000153253",19,40,1,4,69,0,0,2,4,0,10,"ENSG00000153253","SCN3A"
"ENSG00000153283",139,10,24,68,76,490,243,218,297,125,152,"ENSG00000153283","CD96"
"ENSG00000153291",1572,451,112,816,1757,398,1357,2150,1942,568,1974,"ENSG00000153291","SLC25A27"
"ENSG00000153292",9657,11014,10904,6909,7926,10572,4654,6802,17798,3798,2941,"ENSG00000153292","ADGRF1"
"ENSG00000153294",261,891,237,367,109,30,52,169,82,46,32,"ENSG00000153294","ADGRF4"
"ENSG00000153310",11415,6104,11244,16697,2697,3913,1820,4450,2448,1679,2499,"ENSG00000153310","FAM49B"
"ENSG00000153317",2873,1729,3956,4153,798,1015,775,1284,656,334,439,"ENSG00000153317","ASAP1"
"ENSG00000153339",4238,1914,2087,3424,2408,1384,2566,6190,2320,1282,3271,"ENSG00000153339","TRAPPC8"
"ENSG00000153347",4918,1334,477,3942,7240,5427,15019,16583,12940,12981,11176,"ENSG00000153347","FAM81B"
"ENSG00000153363",1161,536,366,594,987,1257,1579,2152,2287,1912,1004,"ENSG00000153363","LINC00467"
"ENSG00000153391",618,586,913,834,691,1282,589,1733,1033,1323,888,"ENSG00000153391","INO80C"
"ENSG00000153395",5385,3397,16742,10662,1614,2180,800,1004,565,1182,615,"ENSG00000153395","LPCAT1"
"ENSG00000153404",57,40,78,46,86,41,136,542,68,60,245,"ENSG00000153404","PLEKHG4B"
"ENSG00000153406",1302,823,616,1554,1101,2472,1095,1881,2166,3507,1377,"ENSG00000153406","NMRAL1"
"ENSG00000153443",461,684,691,853,451,1046,223,444,466,2138,451,"ENSG00000153443","UBALD1"
"ENSG00000153446",315,55,17,359,688,414,754,1265,539,2232,2600,"ENSG00000153446","C16orf89"
"ENSG00000153485",1260,753,1311,840,620,596,839,1264,932,767,673,"ENSG00000153485","TMEM251"
"ENSG00000153487",1591,914,842,921,1010,661,919,1253,1330,842,868,"ENSG00000153487","ING1"
"ENSG00000153495",83,86,11,44,24,12,7,47,19,16,12,"ENSG00000153495","TEX29"
"ENSG00000153531",189,177,97,239,265,491,184,342,408,911,255,"ENSG00000153531","ADPRHL1"
"ENSG00000153551",1097,536,483,747,1040,1055,425,549,632,1020,564,"ENSG00000153551","CMTM7"
"ENSG00000153558",1062,561,147,741,1435,758,1578,2290,2122,1181,831,"ENSG00000153558","FBXL2"
"ENSG00000153560",4893,2574,1471,2975,3196,1746,2925,5908,3493,2392,2688,"ENSG00000153560","UBP1"
"ENSG00000153561",3381,3035,5256,3849,2614,1276,1828,2732,2120,2017,2470,"ENSG00000153561","RMND5A"
"ENSG00000153563",289,46,18,196,276,147,655,517,870,188,700,"ENSG00000153563","CD8A"
"ENSG00000153574",2105,821,680,979,1498,1977,959,2371,1663,1186,1062,"ENSG00000153574","RPIA"
"ENSG00000153707",173,72,14,31,53,6,30,91,51,6,66,"ENSG00000153707","PTPRD"
"ENSG00000153714",1530,1248,398,572,500,203,248,553,714,569,495,"ENSG00000153714","LURAP1L"
"ENSG00000153721",1222,690,337,669,688,713,615,1364,758,724,405,"ENSG00000153721","CNKSR3"
"ENSG00000153767",760,545,393,448,486,284,377,946,634,403,495,"ENSG00000153767","GTF2E1"
"ENSG00000153774",5602,3557,1550,3313,4854,4262,4938,7734,6825,8234,3306,"ENSG00000153774","CFDP1"
"ENSG00000153786",2801,2148,1108,1818,2652,2603,1323,2235,2401,4104,1484,"ENSG00000153786","ZDHHC7"
"ENSG00000153789",3157,946,363,3575,7141,18367,4360,12049,13264,17473,13576,"ENSG00000153789","FAM92B"
"ENSG00000153790",285,65,53,101,133,93,81,228,178,67,252,"ENSG00000153790","C7orf31"
"ENSG00000153802",8179,13185,12887,5375,5095,1794,510,3228,2753,811,3252,"ENSG00000153802","TMPRSS11D"
"ENSG00000153814",730,432,199,553,434,314,609,1448,812,500,627,"ENSG00000153814","JAZF1"
"ENSG00000153815",1975,2735,2394,3293,1780,2309,1454,2291,2322,4135,1239,"ENSG00000153815","CMIP"
"ENSG00000153822",89,66,0,94,240,13,253,922,274,96,329,"ENSG00000153822","KCNJ16"
"ENSG00000153823",636,203,1628,682,365,332,451,463,338,500,896,"ENSG00000153823","PID1"
"ENSG00000153827",20264,11286,9894,14473,12217,7366,11550,23324,14721,7658,12193,"ENSG00000153827","TRIP12"
"ENSG00000153832",639,282,190,663,1146,1057,1520,2389,1740,1877,1747,"ENSG00000153832","FBXO36"
"ENSG00000153879",3436,2950,1475,2257,2506,1806,2147,4641,3211,4080,2213,"ENSG00000153879","CEBPG"
"ENSG00000153885",1042,497,144,454,1168,754,216,808,759,642,894,"ENSG00000153885","KCTD15"
"ENSG00000153896",445,128,56,292,674,648,498,1153,902,959,1234,"ENSG00000153896","ZNF599"
"ENSG00000153898",65,27,38,85,97,161,129,389,222,99,254,"ENSG00000153898","MCOLN2"
"ENSG00000153902",14,10,21,68,28,30,44,75,45,56,79,"ENSG00000153902","LGI4"
"ENSG00000153904",4529,2005,430,2771,5212,2026,5693,9312,6607,5397,4965,"ENSG00000153904","DDAH1"
"ENSG00000153914",10682,5860,1974,6239,6872,2449,6522,15595,8184,3388,6400,"ENSG00000153914","SREK1"
"ENSG00000153922",6715,3059,5880,11288,1930,1897,2812,4302,2531,1606,2982,"ENSG00000153922","CHD1"
"ENSG00000153923",48,53,21,37,16,4,5,21,10,5,6,"ENSG00000153923","CLCA3P"
"ENSG00000153930",1045,304,141,881,1482,1150,2470,3890,2595,2116,2995,"ENSG00000153930","ANKFN1"
"ENSG00000153933",898,471,394,381,530,615,390,1074,535,312,256,"ENSG00000153933","DGKE"
"ENSG00000153936",2233,910,679,1459,1229,616,1279,2378,1343,589,1242,"ENSG00000153936","HS2ST1"
"ENSG00000153944",4727,1913,898,3384,5306,5659,5558,7950,5981,6418,3158,"ENSG00000153944","MSI2"
"ENSG00000153956",423,53,19,137,189,35,120,328,207,17,427,"ENSG00000153956","CACNA2D1"
"ENSG00000153975",1081,688,396,773,701,425,681,1506,791,523,551,"ENSG00000153975","ZUFSP"
"ENSG00000153982",842,355,108,405,555,162,549,968,488,199,366,"ENSG00000153982","GDPD1"
"ENSG00000153989",4114,2137,1365,2963,2128,1321,1945,4480,2544,1699,2559,"ENSG00000153989","NUS1"
"ENSG00000153993",56,34,8,9,23,2,8,41,17,0,20,"ENSG00000153993","SEMA3D"
"ENSG00000154001",3390,2352,1086,2339,2595,1411,2168,4430,2873,2046,1898,"ENSG00000154001","PPP2R5E"
"ENSG00000154040",330,202,33,190,342,368,228,555,486,157,87,"ENSG00000154040","CABYR"
"ENSG00000154059",1879,420,493,1016,1299,859,1489,2447,1127,937,1838,"ENSG00000154059","IMPACT"
"ENSG00000154065",334,148,70,137,232,59,46,215,123,26,234,"ENSG00000154065","ANKRD29"
"ENSG00000154079",1336,544,338,813,1485,1243,1887,2374,2153,2279,1581,"ENSG00000154079","SDHAF4"
"ENSG00000154080",12085,3111,851,7162,11135,5234,17716,29599,19331,10257,19621,"ENSG00000154080","CHST9"
"ENSG00000154096",13,0,0,15,21,43,6,21,5,18,13,"ENSG00000154096","THY1"
"ENSG00000154099",2788,836,345,3752,6483,19369,6629,12490,9786,14867,6527,"ENSG00000154099","DNAAF1"
"ENSG00000154102",375,353,178,427,471,308,99,284,214,173,162,"ENSG00000154102","C16orf74"
"ENSG00000154114",1685,695,445,1022,1572,987,1734,2981,1930,1238,1535,"ENSG00000154114","TBCEL"
"ENSG00000154118",54,23,6,69,49,132,66,97,72,164,32,"ENSG00000154118","JPH3"
"ENSG00000154122",618,407,284,480,579,191,147,396,344,128,491,"ENSG00000154122","ANKH"
"ENSG00000154124",860,839,652,798,718,603,343,608,773,647,411,"ENSG00000154124","OTULIN"
"ENSG00000154127",2265,1388,2424,1891,1404,977,396,1491,1083,376,1460,"ENSG00000154127","UBASH3B"
"ENSG00000154134",61,110,13,49,90,16,12,21,83,72,49,"ENSG00000154134","ROBO3"
"ENSG00000154144",1321,901,1279,1241,859,1258,859,1930,1314,696,672,"ENSG00000154144","TBRG1"
"ENSG00000154146",19,127,116,63,11,18,3,11,4,47,3,"ENSG00000154146","NRGN"
"ENSG00000154153",1765,735,86,1087,1655,402,2497,5952,1994,847,2194,"ENSG00000154153","FAM134B"
"ENSG00000154162",107,3,0,17,52,98,17,110,86,43,258,"ENSG00000154162","CDH12"
"ENSG00000154174",4719,2822,1263,3014,3642,1941,3322,6650,5085,3107,3363,"ENSG00000154174","TOMM70"
"ENSG00000154175",136,40,39,68,135,58,134,284,88,61,161,"ENSG00000154175","ABI3BP"
"ENSG00000154188",106,17,21,100,177,87,375,570,99,58,209,"ENSG00000154188","ANGPT1"
"ENSG00000154198",580,233,52,182,297,229,804,1710,903,309,257,"ENSG00000154198","CYP4Z2P"
"ENSG00000154217",687,1102,1743,963,612,733,306,522,674,460,272,"ENSG00000154217","PITPNC1"
"ENSG00000154222",1086,983,1297,1369,827,1154,860,1520,1241,1452,794,"ENSG00000154222","CC2D1B"
"ENSG00000154227",524,758,492,300,92,60,31,215,185,51,115,"ENSG00000154227","CERS3"
"ENSG00000154229",578,438,232,414,680,211,404,885,398,295,400,"ENSG00000154229","PRKCA"
"ENSG00000154237",763,521,415,1008,653,811,498,1162,857,917,723,"ENSG00000154237","LRRK1"
"ENSG00000154240",385,106,48,276,451,303,590,913,683,578,823,"ENSG00000154240","CEP112"
"ENSG00000154252",17,4,45,26,6,9,13,57,7,9,52,"ENSG00000154252","GAL3ST2"
"ENSG00000154258",60,32,20,50,152,50,72,252,113,32,182,"ENSG00000154258","ABCA9"
"ENSG00000154262",170,85,30,64,143,68,69,101,52,61,23,"ENSG00000154262","ABCA6"
"ENSG00000154263",335,149,46,240,331,91,381,985,334,98,413,"ENSG00000154263","ABCA10"
"ENSG00000154265",11048,2823,1151,5845,6994,2412,6900,12097,8440,2794,10018,"ENSG00000154265","ABCA5"
"ENSG00000154269",1009,208,55,1038,1972,858,3390,3320,1693,1212,1566,"ENSG00000154269","ENPP3"
"ENSG00000154274",1468,1461,2112,1275,864,1449,1095,2011,1706,1704,748,"ENSG00000154274","C4orf19"
"ENSG00000154277",425,314,19,257,92,613,238,663,1182,407,58,"ENSG00000154277","UCHL1"
"ENSG00000154305",3588,1730,1144,2568,1978,1722,2613,5126,2934,2557,2410,"ENSG00000154305","MIA3"
"ENSG00000154309",1427,699,415,824,1250,1524,895,1968,1412,1578,880,"ENSG00000154309","DISP1"
"ENSG00000154310",477,178,122,212,297,88,91,433,144,40,406,"ENSG00000154310","TNIK"
"ENSG00000154319",143,248,259,157,206,88,99,215,175,247,193,"ENSG00000154319","FAM167A"
"ENSG00000154328",461,276,287,396,548,805,412,684,656,1199,568,"ENSG00000154328","NEIL2"
"ENSG00000154330",298,46,226,36,32,21,100,75,97,25,52,"ENSG00000154330","PGM5"
"ENSG00000154342",67,20,8,41,136,104,17,76,50,35,93,"ENSG00000154342","WNT3A"
"ENSG00000154358",707,381,64,437,858,156,133,450,327,225,637,"ENSG00000154358","OBSCN"
"ENSG00000154359",2210,760,650,1438,955,663,747,2420,832,682,1653,"ENSG00000154359","LONRF1"
"ENSG00000154370",813,1129,1356,979,923,1152,563,897,1164,1456,573,"ENSG00000154370","TRIM11"
"ENSG00000154380",10741,5693,1106,6052,8301,2987,9180,19928,10765,6646,7895,"ENSG00000154380","ENAH"
"ENSG00000154429",873,485,366,564,760,307,567,1544,785,283,851,"ENSG00000154429","CCSAP"
"ENSG00000154447",2149,1565,893,1384,1391,1179,1578,3792,2010,1925,1276,"ENSG00000154447","SH3RF1"
"ENSG00000154451",5677,754,2079,14280,352,1784,237,1149,1683,223,1269,"ENSG00000154451","GBP5"
"ENSG00000154473",6950,3950,1775,3930,4649,1935,3449,7096,5034,3082,3918,"ENSG00000154473","BUB3"
"ENSG00000154479",1827,820,135,2512,4394,1942,6979,11648,7061,6978,7726,"ENSG00000154479","CCDC173"
"ENSG00000154485",55,10,10,28,14,21,41,50,39,0,6,"ENSG00000154485","MMP21"
"ENSG00000154511",785,514,111,616,794,337,853,1658,1374,698,798,"ENSG00000154511","FAM69A"
"ENSG00000154518",9913,7519,3396,6658,6996,6359,6068,13700,8626,9591,4608,"ENSG00000154518","ATP5G3"
"ENSG00000154529",229,68,83,129,163,237,106,164,222,69,90,"ENSG00000154529","CNTNAP3B"
"ENSG00000154548",117,55,45,105,27,40,34,74,36,41,31,"ENSG00000154548","SRSF12"
"ENSG00000154553",41,46,19,11,46,4,10,45,2,32,34,"ENSG00000154553","PDLIM3"
"ENSG00000154556",5391,2720,929,3342,4228,2758,6643,13833,6552,3895,3964,"ENSG00000154556","SORBS2"
"ENSG00000154582",5596,4348,3231,4598,2391,2388,2545,5062,3737,4518,2660,"ENSG00000154582","TCEB1"
"ENSG00000154589",3891,1938,1262,5511,448,820,244,669,744,165,286,"ENSG00000154589","LY96"
"ENSG00000154620",240,115,45,138,0,0,136,0,260,158,110,"ENSG00000154620","TMSB4Y"
"ENSG00000154639",6775,3389,1652,3425,4005,2068,4007,7550,4544,2713,2916,"ENSG00000154639","CXADR"
"ENSG00000154640",3643,2628,1392,2124,2538,2562,2715,6454,2826,4494,1861,"ENSG00000154640","BTG3"
"ENSG00000154642",2437,1233,646,1642,1214,661,997,2001,1778,912,1444,"ENSG00000154642","C21orf91"
"ENSG00000154645",30,40,12,20,30,36,8,61,70,10,18,"ENSG00000154645","CHODL"
"ENSG00000154654",25,32,12,18,42,14,1,9,6,0,2,"ENSG00000154654","NCAM2"
"ENSG00000154655",457,225,133,258,393,319,272,723,453,360,382,"ENSG00000154655","L3MBTL4"
"ENSG00000154678",93,37,12,115,204,33,204,495,90,35,261,"ENSG00000154678","PDE1C"
"ENSG00000154710",121,121,222,287,117,213,97,116,99,294,82,"ENSG00000154710","RABGEF1"
"ENSG00000154719",2031,1184,526,1112,1482,846,1286,2464,1881,1820,1463,"ENSG00000154719","MRPL39"
"ENSG00000154721",46,32,0,21,41,5,24,38,50,25,24,"ENSG00000154721","JAM2"
"ENSG00000154723",5820,4179,1801,3389,4546,4065,4374,7453,5889,8419,3019,"ENSG00000154723","ATP5J"
"ENSG00000154727",2399,1427,743,1493,1325,528,985,2389,1412,617,1289,"ENSG00000154727","GABPA"
"ENSG00000154734",597,1818,492,560,51,3,14,36,23,5,15,"ENSG00000154734","ADAMTS1"
"ENSG00000154743",645,327,126,336,617,422,745,1319,942,695,468,"ENSG00000154743","TSEN2"
"ENSG00000154760",1480,809,282,1852,3493,1743,3501,3729,3371,3497,2272,"ENSG00000154760","SLFN13"
"ENSG00000154767",285,138,290,427,265,272,325,401,272,205,303,"ENSG00000154767","XPC"
"ENSG00000154781",1211,693,1038,798,627,817,442,1035,739,991,792,"ENSG00000154781","CCDC174"
"ENSG00000154783",54,22,13,42,11,16,11,32,19,14,16,"ENSG00000154783","FGD5"
"ENSG00000154803",1269,1176,1990,1804,729,970,474,892,801,1011,639,"ENSG00000154803","FLCN"
"ENSG00000154813",2355,1478,664,1949,1415,1120,1668,3001,1870,2440,1514,"ENSG00000154813","DPH3"
"ENSG00000154814",657,328,199,385,552,650,618,1195,834,673,419,"ENSG00000154814","OXNAD1"
"ENSG00000154822",485,248,472,818,353,322,434,565,468,297,425,"ENSG00000154822","PLCL2"
"ENSG00000154832",1433,1161,1129,1941,1638,2348,1017,1417,1516,3530,1300,"ENSG00000154832","CXXC1"
"ENSG00000154839",61,185,43,173,178,86,57,243,67,97,27,"ENSG00000154839","SKA1"
"ENSG00000154845",15960,9355,9203,13750,10242,7356,9696,19569,10814,8052,9802,"ENSG00000154845","PPP4R1"
"ENSG00000154856",865,329,75,587,946,602,700,1648,1447,1618,1994,"ENSG00000154856","APCDD1"
"ENSG00000154864",48,5,0,36,119,29,248,356,65,106,221,"ENSG00000154864","PIEZO2"
"ENSG00000154889",451,222,645,673,393,682,333,752,479,345,724,"ENSG00000154889","MPPE1"
"ENSG00000154914",1700,1141,456,1795,2468,2968,1621,3979,3392,1375,1151,"ENSG00000154914","USP43"
"ENSG00000154917",270,143,37,262,279,209,519,738,654,407,317,"ENSG00000154917","RAB6B"
"ENSG00000154920",58,24,14,59,75,154,52,265,32,34,30,"ENSG00000154920","EME1"
"ENSG00000154928",275,57,108,397,27,181,67,205,132,38,43,"ENSG00000154928","EPHB1"
"ENSG00000154930",1461,512,270,1413,2539,4923,2836,4641,3489,4334,2156,"ENSG00000154930","ACSS1"
"ENSG00000154945",493,434,246,433,421,403,285,710,423,614,312,"ENSG00000154945","ANKRD40"
"ENSG00000154957",888,300,490,553,615,1033,573,1293,795,422,531,"ENSG00000154957","ZNF18"
"ENSG00000154975",118,31,0,52,148,6,24,34,87,15,157,"ENSG00000154975","CA10"
"ENSG00000154978",2919,2009,3480,2905,2425,3531,2238,3625,3773,2953,2192,"ENSG00000154978","VOPP1"
"ENSG00000155008",814,469,276,430,564,261,454,1030,561,368,484,"ENSG00000155008","APOOL"
"ENSG00000155016",542,205,101,304,408,231,499,874,497,312,397,"ENSG00000155016","CYP2U1"
"ENSG00000155026",162,43,8,147,281,813,295,496,632,537,179,"ENSG00000155026","RSPH10B"
"ENSG00000155034",115,177,142,183,78,85,26,70,68,198,68,"ENSG00000155034","FBXL18"
"ENSG00000155066",3668,4227,4661,2982,2723,2018,540,1928,994,625,713,"ENSG00000155066","PROM2"
"ENSG00000155085",2246,692,318,1519,2757,1410,3185,5640,3567,1954,3892,"ENSG00000155085","AK9"
"ENSG00000155087",0,0,0,7,25,32,0,12,11,31,43,"ENSG00000155087","ODF1"
"ENSG00000155090",2479,2143,7626,4627,2342,1007,1883,5331,1773,1009,4408,"ENSG00000155090","KLF10"
"ENSG00000155093",1575,596,428,1618,2001,1914,2310,3284,2760,4214,3905,"ENSG00000155093","PTPRN2"
"ENSG00000155096",12215,8062,7661,16774,14759,6977,12559,26845,9393,7801,14697,"ENSG00000155096","AZIN1"
"ENSG00000155097",7305,4351,7666,7241,3006,2441,3885,5935,4253,2018,3030,"ENSG00000155097","ATP6V1C1"
"ENSG00000155099",859,289,494,772,178,199,409,761,183,102,170,"ENSG00000155099","TMEM55A"
"ENSG00000155100",891,433,107,571,541,182,524,1370,526,341,627,"ENSG00000155100","OTUD6B"
"ENSG00000155111",1140,838,786,1041,731,624,372,773,534,521,414,"ENSG00000155111","CDK19"
"ENSG00000155115",2663,2182,1328,1701,2208,2560,1540,2493,2821,4552,1462,"ENSG00000155115","GTF3C6"
"ENSG00000155158",3319,2195,841,1871,2259,899,1835,4627,2734,1350,2021,"ENSG00000155158","TTC39B"
"ENSG00000155189",1535,1137,484,1041,1137,618,998,2238,1724,966,1063,"ENSG00000155189","AGPAT5"
"ENSG00000155229",2184,988,553,1830,1760,2336,1379,2766,2073,1604,1165,"ENSG00000155229","MMS19"
"ENSG00000155252",1011,1263,1836,1304,728,1064,432,973,958,1309,661,"ENSG00000155252","PI4K2A"
"ENSG00000155254",554,180,157,528,794,221,141,421,338,53,876,"ENSG00000155254","MARVELD1"
"ENSG00000155256",809,824,1334,1482,1192,1625,738,1203,1603,1269,954,"ENSG00000155256","ZFYVE27"
"ENSG00000155265",70,131,85,83,23,17,9,29,36,22,8,"ENSG00000155265","GOLGA7B"
"ENSG00000155275",663,405,212,398,599,723,407,1011,788,749,456,"ENSG00000155275","TRMT44"
"ENSG00000155287",3476,1253,1302,1835,2195,2506,1090,3590,3234,1286,3139,"ENSG00000155287","SLC25A28"
"ENSG00000155304",1213,943,877,1755,426,343,506,1098,539,411,490,"ENSG00000155304","HSPA13"
"ENSG00000155307",15187,14111,31059,95520,1596,1794,365,590,453,262,297,"ENSG00000155307","SAMSN1"
"ENSG00000155313",3094,1748,2821,2606,1653,1735,1170,3736,2148,1336,2660,"ENSG00000155313","USP25"
"ENSG00000155324",3930,2533,1686,2368,3131,1413,1760,3691,3030,1808,2788,"ENSG00000155324","GRAMD3"
"ENSG00000155329",2143,1464,609,1250,1240,782,1188,2629,1845,1587,1276,"ENSG00000155329","ZCCHC10"
"ENSG00000155330",409,242,215,370,220,173,208,569,234,235,304,"ENSG00000155330","C16orf87"
"ENSG00000155363",2484,1567,808,2098,2376,3066,1222,3122,4284,2221,2165,"ENSG00000155363","MOV10"
"ENSG00000155366",5793,3678,2337,4718,5732,7382,2773,4401,6773,11361,5359,"ENSG00000155366","RHOC"
"ENSG00000155367",298,54,77,100,230,155,103,205,214,106,342,"ENSG00000155367","PPM1J"
"ENSG00000155368",13647,6871,4270,7065,10603,12229,10075,14558,16829,15386,7160,"ENSG00000155368","DBI"
"ENSG00000155380",1271,1001,278,904,876,209,143,657,478,148,643,"ENSG00000155380","SLC16A1"
"ENSG00000155393",1316,720,307,814,913,385,748,1822,886,590,883,"ENSG00000155393","HEATR3"
"ENSG00000155428",13,0,1,18,9,41,55,27,36,63,13,"ENSG00000155428","TRIM74"
"ENSG00000155438",1848,1223,422,982,1284,629,864,2446,1650,1278,1422,"ENSG00000155438","NIFK"
"ENSG00000155463",2351,2048,3063,2643,1723,5303,2106,3372,4188,7289,2323,"ENSG00000155463","OXA1L"
"ENSG00000155465",558,417,702,1344,388,564,252,413,446,323,361,"ENSG00000155465","SLC7A7"
"ENSG00000155506",4104,2522,2050,2841,2095,4324,2306,6075,4943,4431,2739,"ENSG00000155506","LARP1"
"ENSG00000155508",8191,5295,3889,4944,4375,2430,3583,7303,4618,3103,3386,"ENSG00000155508","CNOT8"
"ENSG00000155530",446,232,59,349,793,1107,589,1287,1218,925,392,"ENSG00000155530","LRGUK"
"ENSG00000155542",503,183,163,227,255,197,225,623,306,251,427,"ENSG00000155542","SETD9"
"ENSG00000155545",2665,2156,1101,1644,1411,561,1162,3278,1655,689,1229,"ENSG00000155545","MIER3"
"ENSG00000155561",2463,1284,826,1603,1791,1024,1812,3528,2225,1161,1562,"ENSG00000155561","NUP205"
"ENSG00000155592",307,166,116,308,406,377,360,584,450,322,261,"ENSG00000155592","ZKSCAN2"
"ENSG00000155621",698,446,308,405,495,288,378,771,526,430,433,"ENSG00000155621","C9orf85"
"ENSG00000155629",7042,2859,5832,12157,822,1439,894,1354,999,720,914,"ENSG00000155629","PIK3AP1"
"ENSG00000155636",989,518,224,566,998,593,1019,1868,1097,810,674,"ENSG00000155636","RBM45"
"ENSG00000155657",865,378,239,550,342,152,325,760,475,143,446,"ENSG00000155657","TTN"
"ENSG00000155659",621,931,2216,706,315,338,188,234,239,271,89,"ENSG00000155659","VSIG4"
"ENSG00000155660",5655,4207,2564,7148,5151,4799,2205,4483,4094,5733,3608,"ENSG00000155660","PDIA4"
"ENSG00000155666",199,135,64,156,210,208,218,441,289,298,164,"ENSG00000155666","KDM8"
"ENSG00000155714",11,1,11,7,8,14,8,28,9,10,23,"ENSG00000155714","PDZD9"
"ENSG00000155719",7,25,16,27,5,12,9,13,28,16,3,"ENSG00000155719","OTOA"
"ENSG00000155729",817,326,338,625,588,440,693,1334,608,470,696,"ENSG00000155729","KCTD18"
"ENSG00000155744",4831,2086,1870,4188,1250,751,1462,2743,1361,661,1347,"ENSG00000155744","FAM126B"
